xvariable,xvalue,xlabel_en,xlabel_ne,yvariable,yvalue,ylabel_en,ylabel_ne,total,percoftotal,variablegroup,index
m_biz_years_in_operation,1,Less than a year,एक बर्ष भन्दा कम,i_covid_effect_business,1,Reduced volume of business,व्यापारको मात्रा कम गरियो,1,0.008928571428571428,impact,26
m_biz_years_in_operation,1,Less than a year,एक बर्ष भन्दा कम,i_covid_effect_business,9,Lack of adequate financial resources,पर्याप्त वित्तीय स्रोतहरूको अभाव,0,0.0,impact,27
m_biz_years_in_operation,1,Less than a year,एक बर्ष भन्दा कम,i_covid_effect_business,2,Increased Covid-19 cases in our area,हाम्रो क्षेत्रमा कोभिड-१९ केसहरू बढ्यो ,1,0.008928571428571428,impact,28
m_biz_years_in_operation,1,Less than a year,एक बर्ष भन्दा कम,i_covid_effect_business,5,Supply chain disruption,आपूर्ति श्रृंखला अवरोध,0,0.0,impact,29
m_biz_years_in_operation,1,Less than a year,एक बर्ष भन्दा कम,i_covid_effect_business,10,Other,अन्य,0,0.0,impact,30
m_biz_type,4,Hospitality,पसल / सामान,i_covid_effect_business,6,Lack of mobility and access to services due to government-imposed lockdown,सरकारद्वारा लगाइएको लकडाउनका कारण गतिशीलताको र सेवाहरूको पहुँचको अभाव,27,0.24107142857142858,impact,31
m_biz_type,4,Hospitality,पसल / सामान,i_covid_effect_business,1,Reduced volume of business,व्यापारको मात्रा कम गरियो,28,0.25,impact,32
m_biz_type,4,Hospitality,पसल / सामान,i_covid_effect_business,9,Lack of adequate financial resources,पर्याप्त वित्तीय स्रोतहरूको अभाव,15,0.13392857142857142,impact,33
m_biz_type,4,Hospitality,पसल / सामान,i_covid_effect_business,2,Increased Covid-19 cases in our area,हाम्रो क्षेत्रमा कोभिड-१९ केसहरू बढ्यो ,14,0.125,impact,34
m_biz_type,4,Hospitality,पसल / सामान,i_covid_effect_business,5,Supply chain disruption,आपूर्ति श्रृंखला अवरोध,5,0.044642857142857144,impact,35
m_biz_type,4,Hospitality,पसल / सामान,i_covid_effect_business,10,Other,अन्य,13,0.11607142857142858,impact,36
m_biz_type,3,Tours and transport,हस्तशिल्प,i_covid_effect_business,6,Lack of mobility and access to services due to government-imposed lockdown,सरकारद्वारा लगाइएको लकडाउनका कारण गतिशीलताको र सेवाहरूको पहुँचको अभाव,15,0.13392857142857142,impact,37
m_biz_type,3,Tours and transport,हस्तशिल्प,i_covid_effect_business,1,Reduced volume of business,व्यापारको मात्रा कम गरियो,16,0.14285714285714285,impact,38
m_biz_type,3,Tours and transport,हस्तशिल्प,i_covid_effect_business,9,Lack of adequate financial resources,पर्याप्त वित्तीय स्रोतहरूको अभाव,13,0.11607142857142858,impact,39
m_biz_type,3,Tours and transport,हस्तशिल्प,i_covid_effect_business,2,Increased Covid-19 cases in our area,हाम्रो क्षेत्रमा कोभिड-१९ केसहरू बढ्यो ,8,0.07142857142857142,impact,40
m_biz_type,3,Tours and transport,हस्तशिल्प,i_covid_effect_business,5,Supply chain disruption,आपूर्ति श्रृंखला अवरोध,6,0.05357142857142857,impact,41
m_biz_type,3,Tours and transport,हस्तशिल्प,i_covid_effect_business,10,Other,अन्य,6,0.05357142857142857,impact,42
m_biz_type,2,Experience selling,यात्रा र यात्रा अपरेटर,i_covid_effect_business,6,Lack of mobility and access to services due to government-imposed lockdown,सरकारद्वारा लगाइएको लकडाउनका कारण गतिशीलताको र सेवाहरूको पहुँचको अभाव,13,0.11607142857142858,impact,43
m_biz_type,2,Experience selling,यात्रा र यात्रा अपरेटर,i_covid_effect_business,1,Reduced volume of business,व्यापारको मात्रा कम गरियो,11,0.09821428571428571,impact,44
m_biz_type,2,Experience selling,यात्रा र यात्रा अपरेटर,i_covid_effect_business,9,Lack of adequate financial resources,पर्याप्त वित्तीय स्रोतहरूको अभाव,6,0.05357142857142857,impact,45
m_biz_type,2,Experience selling,यात्रा र यात्रा अपरेटर,i_covid_effect_business,2,Increased Covid-19 cases in our area,हाम्रो क्षेत्रमा कोभिड-१९ केसहरू बढ्यो ,6,0.05357142857142857,impact,46
m_biz_type,2,Experience selling,यात्रा र यात्रा अपरेटर,i_covid_effect_business,5,Supply chain disruption,आपूर्ति श्रृंखला अवरोध,3,0.026785714285714284,impact,47
m_biz_type,2,Experience selling,यात्रा र यात्रा अपरेटर,i_covid_effect_business,10,Other,अन्य,2,0.017857142857142856,impact,48
m_biz_type,1,Entertainment,होटल,i_covid_effect_business,6,Lack of mobility and access to services due to government-imposed lockdown,सरकारद्वारा लगाइएको लकडाउनका कारण गतिशीलताको र सेवाहरूको पहुँचको अभाव,12,0.10714285714285714,impact,49
m_biz_type,1,Entertainment,होटल,i_covid_effect_business,1,Reduced volume of business,व्यापारको मात्रा कम गरियो,11,0.09821428571428571,impact,50
m_biz_type,1,Entertainment,होटल,i_covid_effect_business,9,Lack of adequate financial resources,पर्याप्त वित्तीय स्रोतहरूको अभाव,7,0.0625,impact,51
m_biz_type,1,Entertainment,होटल,i_covid_effect_business,2,Increased Covid-19 cases in our area,हाम्रो क्षेत्रमा कोभिड-१९ केसहरू बढ्यो ,5,0.044642857142857144,impact,52
m_biz_type,1,Entertainment,होटल,i_covid_effect_business,5,Supply chain disruption,आपूर्ति श्रृंखला अवरोध,5,0.044642857142857144,impact,53
m_biz_type,1,Entertainment,होटल,i_covid_effect_business,10,Other,अन्य,6,0.05357142857142857,impact,54
m_biz_type,9,Other,अन्य,i_covid_effect_business,6,Lack of mobility and access to services due to government-imposed lockdown,सरकारद्वारा लगाइएको लकडाउनका कारण गतिशीलताको र सेवाहरूको पहुँचको अभाव,7,0.0625,impact,55
m_biz_type,9,Other,अन्य,i_covid_effect_business,1,Reduced volume of business,व्यापारको मात्रा कम गरियो,6,0.05357142857142857,impact,56
m_biz_type,9,Other,अन्य,i_covid_effect_business,9,Lack of adequate financial resources,पर्याप्त वित्तीय स्रोतहरूको अभाव,4,0.03571428571428571,impact,57
m_biz_type,9,Other,अन्य,i_covid_effect_business,2,Increased Covid-19 cases in our area,हाम्रो क्षेत्रमा कोभिड-१९ केसहरू बढ्यो ,3,0.026785714285714284,impact,58
m_biz_type,9,Other,अन्य,i_covid_effect_business,5,Supply chain disruption,आपूर्ति श्रृंखला अवरोध,1,0.008928571428571428,impact,59
m_biz_type,9,Other,अन्य,i_covid_effect_business,10,Other,अन्य,1,0.008928571428571428,impact,60
b_n_emplyes_pre_covid,5,More than 100 people,१०० भन्दा बढी ,i_covid_effect_business,6,Lack of mobility and access to services due to government-imposed lockdown,सरकारद्वारा लगाइएको लकडाउनका कारण गतिशीलताको र सेवाहरूको पहुँचको अभाव,2,0.017857142857142856,impact,61
b_n_emplyes_pre_covid,5,More than 100 people,१०० भन्दा बढी ,i_covid_effect_business,1,Reduced volume of business,व्यापारको मात्रा कम गरियो,2,0.017857142857142856,impact,62
b_n_emplyes_pre_covid,5,More than 100 people,१०० भन्दा बढी ,i_covid_effect_business,9,Lack of adequate financial resources,पर्याप्त वित्तीय स्रोतहरूको अभाव,0,0.0,impact,63
b_n_emplyes_pre_covid,5,More than 100 people,१०० भन्दा बढी ,i_covid_effect_business,2,Increased Covid-19 cases in our area,हाम्रो क्षेत्रमा कोभिड-१९ केसहरू बढ्यो ,1,0.008928571428571428,impact,64
b_n_emplyes_pre_covid,5,More than 100 people,१०० भन्दा बढी ,i_covid_effect_business,5,Supply chain disruption,आपूर्ति श्रृंखला अवरोध,0,0.0,impact,65
b_n_emplyes_pre_covid,5,More than 100 people,१०० भन्दा बढी ,i_covid_effect_business,10,Other,अन्य,0,0.0,impact,66
b_n_emplyes_pre_covid,4,51 to 100 people,५१-१०० जना,i_covid_effect_business,6,Lack of mobility and access to services due to government-imposed lockdown,सरकारद्वारा लगाइएको लकडाउनका कारण गतिशीलताको र सेवाहरूको पहुँचको अभाव,2,0.017857142857142856,impact,67
b_n_emplyes_pre_covid,4,51 to 100 people,५१-१०० जना,i_covid_effect_business,1,Reduced volume of business,व्यापारको मात्रा कम गरियो,3,0.026785714285714284,impact,68
b_n_emplyes_pre_covid,4,51 to 100 people,५१-१०० जना,i_covid_effect_business,9,Lack of adequate financial resources,पर्याप्त वित्तीय स्रोतहरूको अभाव,1,0.008928571428571428,impact,69
b_n_emplyes_pre_covid,4,51 to 100 people,५१-१०० जना,i_covid_effect_business,2,Increased Covid-19 cases in our area,हाम्रो क्षेत्रमा कोभिड-१९ केसहरू बढ्यो ,2,0.017857142857142856,impact,70
b_n_emplyes_pre_covid,4,51 to 100 people,५१-१०० जना,i_covid_effect_business,5,Supply chain disruption,आपूर्ति श्रृंखला अवरोध,2,0.017857142857142856,impact,71
b_n_emplyes_pre_covid,4,51 to 100 people,५१-१०० जना,i_covid_effect_business,10,Other,अन्य,2,0.017857142857142856,impact,72
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,i_covid_effect_business,6,Lack of mobility and access to services due to government-imposed lockdown,सरकारद्वारा लगाइएको लकडाउनका कारण गतिशीलताको र सेवाहरूको पहुँचको अभाव,8,0.07142857142857142,impact,73
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,i_covid_effect_business,1,Reduced volume of business,व्यापारको मात्रा कम गरियो,6,0.05357142857142857,impact,74
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,i_covid_effect_business,9,Lack of adequate financial resources,पर्याप्त वित्तीय स्रोतहरूको अभाव,5,0.044642857142857144,impact,75
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,i_covid_effect_business,2,Increased Covid-19 cases in our area,हाम्रो क्षेत्रमा कोभिड-१९ केसहरू बढ्यो ,6,0.05357142857142857,impact,76
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,i_covid_effect_business,5,Supply chain disruption,आपूर्ति श्रृंखला अवरोध,3,0.026785714285714284,impact,77
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,i_covid_effect_business,10,Other,अन्य,6,0.05357142857142857,impact,78
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,i_covid_effect_business,6,Lack of mobility and access to services due to government-imposed lockdown,सरकारद्वारा लगाइएको लकडाउनका कारण गतिशीलताको र सेवाहरूको पहुँचको अभाव,22,0.19642857142857142,impact,79
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,i_covid_effect_business,1,Reduced volume of business,व्यापारको मात्रा कम गरियो,25,0.22321428571428573,impact,80
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,i_covid_effect_business,9,Lack of adequate financial resources,पर्याप्त वित्तीय स्रोतहरूको अभाव,16,0.14285714285714285,impact,81
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,i_covid_effect_business,2,Increased Covid-19 cases in our area,हाम्रो क्षेत्रमा कोभिड-१९ केसहरू बढ्यो ,11,0.09821428571428571,impact,82
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,i_covid_effect_business,5,Supply chain disruption,आपूर्ति श्रृंखला अवरोध,3,0.026785714285714284,impact,83
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,i_covid_effect_business,10,Other,अन्य,9,0.08035714285714286,impact,84
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,i_covid_effect_business,6,Lack of mobility and access to services due to government-imposed lockdown,सरकारद्वारा लगाइएको लकडाउनका कारण गतिशीलताको र सेवाहरूको पहुँचको अभाव,40,0.35714285714285715,impact,85
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,i_covid_effect_business,1,Reduced volume of business,व्यापारको मात्रा कम गरियो,36,0.32142857142857145,impact,86
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,i_covid_effect_business,9,Lack of adequate financial resources,पर्याप्त वित्तीय स्रोतहरूको अभाव,23,0.20535714285714285,impact,87
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,i_covid_effect_business,2,Increased Covid-19 cases in our area,हाम्रो क्षेत्रमा कोभिड-१९ केसहरू बढ्यो ,16,0.14285714285714285,impact,88
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,i_covid_effect_business,5,Supply chain disruption,आपूर्ति श्रृंखला अवरोध,12,0.10714285714285714,impact,89
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,i_covid_effect_business,10,Other,अन्य,11,0.09821428571428571,impact,90
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,i_econ_stop_business,2,"Yes, temporarily stopped operations","हो, अस्थायी रूपमा सञ्चालनहरू बन्द गरियो",24,0.21428571428571427,impact,91
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,i_econ_stop_business,3,"Yes, permanently stopped","हो, स्थायी रूपमा रोकियो",8,0.07142857142857142,impact,92
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,i_econ_stop_business,1,"No, operations were always running","होइन, अपरेशनहरू सँधै चलिरहेका थिए",1,0.008928571428571428,impact,93
m_biz_years_in_operation,4,6 to 10 years,६-१० बर्ष,i_econ_stop_business,2,"Yes, temporarily stopped operations","हो, अस्थायी रूपमा सञ्चालनहरू बन्द गरियो",22,0.19642857142857142,impact,94
m_biz_years_in_operation,4,6 to 10 years,६-१० बर्ष,i_econ_stop_business,3,"Yes, permanently stopped","हो, स्थायी रूपमा रोकियो",5,0.044642857142857144,impact,95
m_biz_years_in_operation,4,6 to 10 years,६-१० बर्ष,i_econ_stop_business,1,"No, operations were always running","होइन, अपरेशनहरू सँधै चलिरहेका थिए",0,0.0,impact,96
m_biz_years_in_operation,3,3 to 5 years,३-५ बर्ष,i_econ_stop_business,2,"Yes, temporarily stopped operations","हो, अस्थायी रूपमा सञ्चालनहरू बन्द गरियो",22,0.19642857142857142,impact,97
m_biz_years_in_operation,3,3 to 5 years,३-५ बर्ष,i_econ_stop_business,3,"Yes, permanently stopped","हो, स्थायी रूपमा रोकियो",4,0.03571428571428571,impact,98
m_biz_years_in_operation,3,3 to 5 years,३-५ बर्ष,i_econ_stop_business,1,"No, operations were always running","होइन, अपरेशनहरू सँधै चलिरहेका थिए",4,0.03571428571428571,impact,99
m_biz_years_in_operation,2,1 to 2 years,१-२ बर्ष,i_econ_stop_business,2,"Yes, temporarily stopped operations","हो, अस्थायी रूपमा सञ्चालनहरू बन्द गरियो",18,0.16071428571428573,impact,100
m_biz_years_in_operation,2,1 to 2 years,१-२ बर्ष,i_econ_stop_business,3,"Yes, permanently stopped","हो, स्थायी रूपमा रोकियो",2,0.017857142857142856,impact,101
m_biz_years_in_operation,2,1 to 2 years,१-२ बर्ष,i_econ_stop_business,1,"No, operations were always running","होइन, अपरेशनहरू सँधै चलिरहेका थिए",1,0.008928571428571428,impact,102
m_biz_years_in_operation,1,Less than a year,एक बर्ष भन्दा कम,i_econ_stop_business,2,"Yes, temporarily stopped operations","हो, अस्थायी रूपमा सञ्चालनहरू बन्द गरियो",1,0.008928571428571428,impact,103
m_biz_years_in_operation,1,Less than a year,एक बर्ष भन्दा कम,i_econ_stop_business,3,"Yes, permanently stopped","हो, स्थायी रूपमा रोकियो",0,0.0,impact,104
m_biz_years_in_operation,1,Less than a year,एक बर्ष भन्दा कम,i_econ_stop_business,1,"No, operations were always running","होइन, अपरेशनहरू सँधै चलिरहेका थिए",0,0.0,impact,105
m_biz_type,4,Hospitality,पसल / सामान,i_econ_stop_business,2,"Yes, temporarily stopped operations","हो, अस्थायी रूपमा सञ्चालनहरू बन्द गरियो",31,0.2767857142857143,impact,106
m_biz_type,4,Hospitality,पसल / सामान,i_econ_stop_business,3,"Yes, permanently stopped","हो, स्थायी रूपमा रोकियो",4,0.03571428571428571,impact,107
m_biz_type,4,Hospitality,पसल / सामान,i_econ_stop_business,1,"No, operations were always running","होइन, अपरेशनहरू सँधै चलिरहेका थिए",5,0.044642857142857144,impact,108
m_biz_type,3,Tours and transport,हस्तशिल्प,i_econ_stop_business,2,"Yes, temporarily stopped operations","हो, अस्थायी रूपमा सञ्चालनहरू बन्द गरियो",15,0.13392857142857142,impact,109
m_biz_type,3,Tours and transport,हस्तशिल्प,i_econ_stop_business,3,"Yes, permanently stopped","हो, स्थायी रूपमा रोकियो",5,0.044642857142857144,impact,110
m_biz_type,3,Tours and transport,हस्तशिल्प,i_econ_stop_business,1,"No, operations were always running","होइन, अपरेशनहरू सँधै चलिरहेका थिए",0,0.0,impact,111
m_biz_type,2,Experience selling,यात्रा र यात्रा अपरेटर,i_econ_stop_business,2,"Yes, temporarily stopped operations","हो, अस्थायी रूपमा सञ्चालनहरू बन्द गरियो",15,0.13392857142857142,impact,112
m_biz_type,2,Experience selling,यात्रा र यात्रा अपरेटर,i_econ_stop_business,3,"Yes, permanently stopped","हो, स्थायी रूपमा रोकियो",4,0.03571428571428571,impact,113
m_biz_type,2,Experience selling,यात्रा र यात्रा अपरेटर,i_econ_stop_business,1,"No, operations were always running","होइन, अपरेशनहरू सँधै चलिरहेका थिए",0,0.0,impact,114
m_biz_type,1,Entertainment,होटल,i_econ_stop_business,2,"Yes, temporarily stopped operations","हो, अस्थायी रूपमा सञ्चालनहरू बन्द गरियो",19,0.16964285714285715,impact,115
m_biz_type,1,Entertainment,होटल,i_econ_stop_business,3,"Yes, permanently stopped","हो, स्थायी रूपमा रोकियो",3,0.026785714285714284,impact,116
m_biz_type,1,Entertainment,होटल,i_econ_stop_business,1,"No, operations were always running","होइन, अपरेशनहरू सँधै चलिरहेका थिए",1,0.008928571428571428,impact,117
m_biz_type,9,Other,अन्य,i_econ_stop_business,2,"Yes, temporarily stopped operations","हो, अस्थायी रूपमा सञ्चालनहरू बन्द गरियो",7,0.0625,impact,118
m_biz_type,9,Other,अन्य,i_econ_stop_business,3,"Yes, permanently stopped","हो, स्थायी रूपमा रोकियो",3,0.026785714285714284,impact,119
m_biz_type,9,Other,अन्य,i_econ_stop_business,1,"No, operations were always running","होइन, अपरेशनहरू सँधै चलिरहेका थिए",0,0.0,impact,120
b_n_emplyes_pre_covid,5,More than 100 people,१०० भन्दा बढी ,i_econ_stop_business,2,"Yes, temporarily stopped operations","हो, अस्थायी रूपमा सञ्चालनहरू बन्द गरियो",2,0.017857142857142856,impact,121
b_n_emplyes_pre_covid,5,More than 100 people,१०० भन्दा बढी ,i_econ_stop_business,3,"Yes, permanently stopped","हो, स्थायी रूपमा रोकियो",0,0.0,impact,122
b_n_emplyes_pre_covid,5,More than 100 people,१०० भन्दा बढी ,i_econ_stop_business,1,"No, operations were always running","होइन, अपरेशनहरू सँधै चलिरहेका थिए",0,0.0,impact,123
b_n_emplyes_pre_covid,4,51 to 100 people,५१-१०० जना,i_econ_stop_business,2,"Yes, temporarily stopped operations","हो, अस्थायी रूपमा सञ्चालनहरू बन्द गरियो",3,0.026785714285714284,impact,124
b_n_emplyes_pre_covid,4,51 to 100 people,५१-१०० जना,i_econ_stop_business,3,"Yes, permanently stopped","हो, स्थायी रूपमा रोकियो",0,0.0,impact,125
b_n_emplyes_pre_covid,4,51 to 100 people,५१-१०० जना,i_econ_stop_business,1,"No, operations were always running","होइन, अपरेशनहरू सँधै चलिरहेका थिए",0,0.0,impact,126
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,i_econ_stop_business,2,"Yes, temporarily stopped operations","हो, अस्थायी रूपमा सञ्चालनहरू बन्द गरियो",9,0.08035714285714286,impact,127
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,i_econ_stop_business,3,"Yes, permanently stopped","हो, स्थायी रूपमा रोकियो",1,0.008928571428571428,impact,128
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,i_econ_stop_business,1,"No, operations were always running","होइन, अपरेशनहरू सँधै चलिरहेका थिए",0,0.0,impact,129
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,i_econ_stop_business,2,"Yes, temporarily stopped operations","हो, अस्थायी रूपमा सञ्चालनहरू बन्द गरियो",34,0.30357142857142855,impact,130
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,i_econ_stop_business,3,"Yes, permanently stopped","हो, स्थायी रूपमा रोकियो",3,0.026785714285714284,impact,131
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,i_econ_stop_business,1,"No, operations were always running","होइन, अपरेशनहरू सँधै चलिरहेका थिए",1,0.008928571428571428,impact,132
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,i_econ_stop_business,2,"Yes, temporarily stopped operations","हो, अस्थायी रूपमा सञ्चालनहरू बन्द गरियो",39,0.3482142857142857,impact,133
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,i_econ_stop_business,3,"Yes, permanently stopped","हो, स्थायी रूपमा रोकियो",15,0.13392857142857142,impact,134
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,i_econ_stop_business,1,"No, operations were always running","होइन, अपरेशनहरू सँधै चलिरहेका थिए",5,0.044642857142857144,impact,135
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,i_econ_stop_business_how_lng,5,12+ months,१२+ महिना,6,0.06896551724137931,impact,136
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,i_econ_stop_business_how_lng,4,7 to 12 months,७-१२ महिना,10,0.11494252873563218,impact,137
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,i_econ_stop_business_how_lng,3,4 to 6 months,४-६ महिना,4,0.04597701149425287,impact,138
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,i_econ_stop_business_how_lng,2,1 to 3 months,१-३ महिना,4,0.04597701149425287,impact,139
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,i_econ_stop_business_how_lng,1,Less than a month,एक महिना भन्दा कम,0,0.0,impact,140
m_biz_years_in_operation,4,6 to 10 years,६-१० बर्ष,i_econ_stop_business_how_lng,5,12+ months,१२+ महिना,15,0.1724137931034483,impact,141
m_biz_years_in_operation,4,6 to 10 years,६-१० बर्ष,i_econ_stop_business_how_lng,4,7 to 12 months,७-१२ महिना,5,0.05747126436781609,impact,142
m_biz_years_in_operation,4,6 to 10 years,६-१० बर्ष,i_econ_stop_business_how_lng,3,4 to 6 months,४-६ महिना,2,0.022988505747126436,impact,143
m_biz_years_in_operation,4,6 to 10 years,६-१० बर्ष,i_econ_stop_business_how_lng,2,1 to 3 months,१-३ महिना,0,0.0,impact,144
m_biz_years_in_operation,4,6 to 10 years,६-१० बर्ष,i_econ_stop_business_how_lng,1,Less than a month,एक महिना भन्दा कम,0,0.0,impact,145
m_biz_years_in_operation,3,3 to 5 years,३-५ बर्ष,i_econ_stop_business_how_lng,5,12+ months,१२+ महिना,15,0.1724137931034483,impact,146
