id,submission_date,occpatn_shopkeeper_pre_covid,occpatn_tour_guide_pre_covid,occpatn_trekking_guide_pre_covid,occpatn_rafting_guide_pre_covid,occpatn_mountain_guide_pre_covid,occpatn_driver_pre_covid,occpatn_travel_agent_pre_covid,occpatn_flight_attendent_pre_covid,occpatn_pilot_pre_covid,occpatn_cook_pre_covid,occpatn_hotel_manager_pre_covid,occpatn_hotel_staff_pre_covid,occpatn_waiter_pre_covid,occpatn_bartender_pre_covid,occpatn_porter_pre_covid,other_occpatn_pre_covid,had_frml_employment_contract_pre_covid,had_pan_pre_covid,wrk_type_seasonal_pre_covid,wrk_type_daily_wages_pre_covid,wrk_type_monthly_salary_pre_covid,other_wrk_type_pre_covid,sesonal_work_period,gender_individual,age_individual,education_level_individual,years_of_experience_individual,permanent_district_individual,temporary_district_individual,have_alternative_income_source,alternate_income_source_agriculture_animal_husbandry,alternate_income_source_daily_wages,alternate_income_source_business_occupation,alternate_income_source_job_estate,alternate_income_source_professional_work,other_alternate_income_source,self_savings_chng_today_v_19,had_land_assets_pre_covid,had_television_pre_covid,had_cable_tv_pre_covid,had_computer_pre_covid,had_internet_pre_covid,had_telephone_pre_covid,had_mobile_phone_pre_covid,had_referigerator_pre_covid,had_motorcycle_pre_covid,had_personal_use_four_wheeler_pre_covid,had_professional_use_four_wheeler_pre_covid,did_not_have_mentioned_assets_pre_covid,has_land_assets_post_covid,has_television_post_covid,has_cable_tv_post_covid,has_computer_post_covid,has_internet_post_covid,has_telephone_post_covid,has_mobile_phone_post_covid,has_referigerator_post_covid,has_motorcycle_post_covid,has_personal_use_four_wheeler_post_covid,has_professional_use_four_wheeler_post_covid,do_not_have_mentioned_assets_post_covid,has_outstanding_debt,num_depndnt_fml_membrs_pre_covid,num_depndnt_fml_membrs_post_covid,num_depndnt_fml_membrs_needs_post_covid,is_vaccinated_against_covid,has_received_covid_hhs_training,received_hhs_training_source_goverment,received_hhs_training_source_ngo,received_hhs_training_source_employer,received_hhs_training_source_hotel_worker_association,received_hhs_training_other_source,major_covid_info_source_is_family_friends,major_covid_info_source_is_social_media,major_covid_info_source_is_radio,major_covid_info_source_is_television,major_covid_info_source_is_newspapers,major_covid_info_source_is_nearby_health_service,uses_other_major_covid_info_source,learned_new_skills_during_pandemic,trsm_major_work_district
172145130,2021-04-17,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,4 to 6 months,Male,21 - 40 years,Can read and/or write,11 to 15 years,Okhaldhunga,Kathmandu,False,,,,,,,25% remaining,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,3 to 5 people,3 to 5 people,Not sufficient for myself,True,False,,,,,,False,True,False,True,True,False,False,False,"Gorkha, Kaski, Manang, Mustang, Rasuwa, Solukhumbu"
180979315,2021-05-29,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,,Male,21 - 40 years,10+2 or equivalent,6 to 10 years,Gorkha,Kathmandu,False,,,,,,,Has reduced to almost zero,True,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,6 people or more,6 people or more,Not sufficient for myself,True,False,,,,,,False,True,False,True,True,False,False,False,"Dhading, Gorkha, Kaski, Kathmandu, Manang, Mustang, Myagdi"
172200473,2021-04-18,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,4 to 6 months,Female,21 - 40 years,Bachelor's degree or equivalent,6 to 10 years,Chitawan,Kathmandu,False,,,,,,,25% remaining,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,3 to 5 people,2 people,Not sufficient for myself,True,False,,,,,,True,True,False,False,True,False,False,False,"Bhaktapur, Chitawan, Kaski, Kathmandu, Lalitpur, Manang, Solukhumbu"
171799898,2021-04-15,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,4 to 6 months,Male,21 - 40 years,10+2 or equivalent,6 to 10 years,Solukhumbu,Kathmandu,False,,,,,,,25% remaining,True,True,True,True,True,False,True,False,True,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,True,6 people or more,6 people or more,Not sufficient for myself,True,False,,,,,,False,True,False,True,True,False,False,False,"Bajhang, Bardiya, Bhojpur, Chitawan, Darchula, Dhading, Dolakha, Dolpa, Gorkha, Humla, Jajarkot, Kalikot, Kapilbastu, Kaski, Kavrepalanchok, Lamjung, Manang, Mugu, Mustang, Myagdi, Ramechhap, Rasuwa, Sankhuwasabha, Sindhupalchok, Solukhumbu, Taplejung"
171804013,2021-04-15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,4 to 6 months,Male,21 - 40 years,SLC or equivalent,6 to 10 years,Sankhuwasabha,Kathmandu,False,,,,,,,75% remaining,False,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,3 to 5 people,Only me,1 to 2 people,True,False,,,,,,False,True,True,False,True,False,False,False,"Baglung, Bhaktapur, Chitawan, Darchula, Gorkha, Ilam, Jumla, Kaski, Kathmandu, Lalitpur, Manang, Mugu, Mustang, Myagdi, Rasuwa, Sankhuwasabha, Sindhupalchok, Solukhumbu, Sunsari, Taplejung"
171806393,2021-04-15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,4 to 6 months,Male,21 - 40 years,SLC or equivalent,11 to 15 years,Solukhumbu,Solukhumbu,False,,,,,,,25% remaining,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,3 to 5 people,3 to 5 people,Not sufficient for myself,True,False,,,,,,False,True,False,False,False,False,False,False,Gorkha
171807687,2021-04-15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,4 to 6 months,Male,21 - 40 years,SLC or equivalent,6 to 10 years,Solukhumbu,Kathmandu,False,,,,,,,25% remaining,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,3 to 5 people,3 to 5 people,Not sufficient for myself,True,False,,,,,,False,True,False,True,True,False,False,False,"Chitawan, Dolpa, Gorkha, Ilam, Kailali, Manang, Mustang, Solukhumbu"
171807814,2021-04-15,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,4 to 6 months,Male,41 - 60 years,Bachelor's degree or equivalent,11 to 15 years,Kaski,Kaski,True,True,False,False,False,False,False,25% remaining,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False,False,False,True,3 to 5 people,3 to 5 people,Not sufficient for myself,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,"Gorkha, Kapilbastu, Kaski, Kathmandu, Manang, Mustang, Myagdi, Tanahu"
171809814,2021-04-15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,7 to 9 months,Male,21 - 40 years,10+2 or equivalent,11 to 15 years,Solukhumbu,Solukhumbu,False,,,,,,,25% remaining,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,3 to 5 people,3 to 5 people,Not sufficient for myself,True,False,,,,,,False,True,True,True,False,False,False,False,"Dolakha, Dolpa, Gorkha, Humla, Kathmandu, Lamjung, Mugu, Mustang, Myagdi, Rasuwa, Sankhuwasabha, Sindhupalchok, Solukhumbu, Taplejung"
171810233,2021-04-15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,,Male,41 - 60 years,Can read and/or write,15 years or more,Solukhumbu,Kathmandu,False,,,,,,,25% remaining,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,3 to 5 people,2 people,Not sufficient for myself,False,False,,,,,,True,True,False,True,False,False,False,False,"Dolakha, Dolpa, Gorkha, Humla, Jumla, Kaski, Kathmandu, Manang, Mustang, Rasuwa, Solukhumbu"
171813869,2021-04-15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4 to 6 months,Female,21 - 40 years,10+2 or equivalent,6 to 10 years,Gorkha,Gorkha,False,,,,,,,25% remaining,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,3 to 5 people,Only me,Not sufficient for myself,False,False,,,,,,True,True,False,True,False,False,False,False,Solukhumbu
171815799,2021-04-15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,4 to 6 months,Male,21 - 40 years,10+2 or equivalent,15 years or more,Solukhumbu,Kathmandu,False,,,,,,,Has stayed the same,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,3 to 5 people,3 to 5 people,1 to 2 people,True,False,,,,,,False,True,False,True,True,False,False,False,"Bardiya, Bhaktapur, Chitawan, Dailekh, Dhankuta, Dolpa, Kaski, Kathmandu, Khotang, Manang, Mustang, Myagdi, Okhaldhunga, Palpa, Ramechhap, Rasuwa, Rukum East, Solukhumbu"
171815807,2021-04-15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,1 to 3 months,Male,21 - 40 years,10+2 or equivalent,3 to 5 years,Solukhumbu,Kathmandu,False,,,,,,,25% remaining,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,3 to 5 people,3 to 5 people,3 to 5 people,True,False,,,,,,False,True,False,False,False,False,False,False,Solukhumbu
171817761,2021-04-15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,1 to 3 months,Male,41 - 60 years,10+2 or equivalent,15 years or more,Solukhumbu,Kathmandu,False,,,,,,,25% remaining,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,6 people or more,6 people or more,Not sufficient for myself,False,False,,,,,,True,True,False,True,False,False,False,False,"Chitawan, Dolpa, Gorkha, Humla, Kaski, Kathmandu, Lamjung, Manang, Mustang, Myagdi, Rasuwa, Solukhumbu, Taplejung, Terhathum"
171818129,2021-04-15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,Male,Less than 20 years,SLC or equivalent,0 to 2 years,Kathmandu,Sankhuwasabha,False,,,,,,,Has stayed the same,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,3 to 5 people,3 to 5 people,3 to 5 people,False,False,,,,,,False,True,False,False,True,False,False,False,"Gorkha, Kaski, Kathmandu, Lamjung, Manang, Myagdi"
171818416,2021-04-15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,4 to 6 months,Female,21 - 40 years,Bachelor's degree or equivalent,11 to 15 years,Kathmandu,Kathmandu,True,False,False,False,True,False,True,25% remaining,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,True,True,False,False,True,6 people or more,6 people or more,Not sufficient for myself,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,"Dolakha, Dolpa, Gorkha, Kathmandu, Mustang, Solukhumbu, Taplejung"
171818717,2021-04-15,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,4 to 6 months,Male,21 - 40 years,SLC or equivalent,6 to 10 years,Khotang,Kathmandu,False,,,,,,,25% remaining,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,3 to 5 people,3 to 5 people,Not sufficient for myself,True,False,,,,,,False,False,False,True,False,False,False,False,Solukhumbu
171819765,2021-04-15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,4 to 6 months,Male,21 - 40 years,Bachelor's degree or equivalent,6 to 10 years,Rasuwa,Rasuwa,False,,,,,,,25% remaining,True,True,True,True,True,False,True,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,3 to 5 people,3 to 5 people,Not sufficient for myself,False,False,,,,,,False,True,True,True,False,False,False,False,"Baglung, Bhaktapur, Chitawan, Gorkha, Kaski, Kathmandu, Lamjung, Manang, Mustang, Myagdi, Nuwakot, Ramechhap, Rasuwa, Sindhupalchok, Solukhumbu"
171821245,2021-04-15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,4 to 6 months,Male,21 - 40 years,10+2 or equivalent,15 years or more,Solukhumbu,Kathmandu,False,,,,,,,25% remaining,True,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,3 to 5 people,3 to 5 people,1 to 2 people,True,False,,,,,,True,True,False,True,False,False,False,False,"Bhaktapur, Chitawan, Dhading, Gorkha, Humla, Ilam, Jhapa, Kaski, Kathmandu, Lalitpur, Lamjung, Manang, Mustang, Myagdi, Nuwakot, Okhaldhunga, Panchthar, Ramechhap, Rasuwa, Sindhupalchok, Solukhumbu, Tanahu, Taplejung"
171825684,2021-04-15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,1 to 3 months,Male,21 - 40 years,10+2 or equivalent,3 to 5 years,Solukhumbu,Kathmandu,False,,,,,,,50% remaining,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3 to 5 people,3 to 5 people,Not sufficient for myself,False,False,,,,,,False,True,False,False,False,False,False,False,Solukhumbu
171826580,2021-04-15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,4 to 6 months,Male,21 - 40 years,SLC or equivalent,6 to 10 years,Solukhumbu,Solukhumbu,False,,,,,,,75% remaining,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,6 people or more,6 people or more,Not sufficient for myself,True,False,,,,,,False,False,False,False,False,True,False,False,"Bhaktapur, Chitawan, Dolpa, Ilam, Kathmandu, Mustang, Solukhumbu, Taplejung"
171835407,2021-04-15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1 to 3 months,Male,21 - 40 years,SLC or equivalent,6 to 10 years,Solukhumbu,Kathmandu,False,,,,,,,25% remaining,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,3 to 5 people,3 to 5 people,Not sufficient for myself,True,False,,,,,,False,True,False,False,False,False,False,False,"Gorkha, Kaski, Kathmandu, Kavrepalanchok, Manang, Mustang, Myagdi, Rasuwa, Solukhumbu"
171883818,2021-04-16,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,Male,41 - 60 years,Bachelor's degree or equivalent,15 years or more,Solukhumbu,Kathmandu,True,False,False,True,False,False,False,25% remaining,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,2 people,2 people,3 to 5 people,False,False,,,,,,False,True,False,True,True,False,False,False,"Kathmandu, Solukhumbu"
171884920,2021-04-16,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,4 to 6 months,Male,21 - 40 years,SLC or equivalent,11 to 15 years,Khotang,Kathmandu,False,,,,,,,25% remaining,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,3 to 5 people,3 to 5 people,Not sufficient for myself,False,False,,,,,,False,True,True,False,True,False,False,False,"Chitawan, Dolpa, Gorkha, Kaski, Lamjung, Manang, Mustang, Myagdi, Rasuwa, Sindhupalchok, Solukhumbu"
171884981,2021-04-16,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,4 to 6 months,Male,21 - 40 years,SLC or equivalent,11 to 15 years,Gorkha,Kathmandu,True,False,True,False,False,False,False,25% remaining,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,6 people or more,6 people or more,Not sufficient for myself,False,False,,,,,,False,True,False,False,False,False,False,True,"Baglung, Darchula, Dhading, Dolpa, Gorkha, Gulmi, Humla, Jumla, Kaski, Kathmandu, Kavrepalanchok, Lamjung, Manang, Mugu, Mustang, Myagdi, Nuwakot, Ramechhap, Rasuwa, Sindhuli, Tanahu"
171886164,2021-04-16,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,4 to 6 months,Male,21 - 40 years,10+2 or equivalent,6 to 10 years,Khotang,Kathmandu,False,,,,,,,25% remaining,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Only me,3 to 5 people,Not sufficient for myself,False,False,,,,,,False,True,False,False,False,False,False,False,"Kaski, Mustang, Sankhuwasabha, Sindhupalchok, Solukhumbu"
171886676,2021-04-16,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,4 to 6 months,Male,21 - 40 years,Master's degree or higher,6 to 10 years,Gorkha,Kathmandu,False,,,,,,,25% remaining,True,True,True,True,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,3 to 5 people,3 to 5 people,Not sufficient for myself,True,False,,,,,,False,True,True,False,False,False,False,False,"Chitawan, Kapilbastu, Kaski, Kathmandu, Kavrepalanchok, Lalitpur, Solukhumbu, Tanahu"
171891078,2021-04-16,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,4 to 6 months,Male,21 - 40 years,Bachelor's degree or equivalent,15 years or more,Rasuwa,Chitawan,False,,,,,,,25% remaining,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,6 people or more,6 people or more,Not sufficient for myself,False,False,,,,,,True,True,False,False,False,False,False,False,"Dhading, Gorkha, Kaski, Kathmandu, Lamjung, Manang, Mustang, Rasuwa, Solukhumbu"
171891835,2021-04-16,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,1 to 3 months,Male,21 - 40 years,10+2 or equivalent,6 to 10 years,Dolakha,Kathmandu,False,,,,,,,25% remaining,False,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,3 to 5 people,3 to 5 people,Not sufficient for myself,True,False,,,,,,False,True,True,False,True,False,False,False,"Dolakha, Dolpa, Gorkha, Ilam, Kaski, Lamjung, Manang, Mustang, Sindhupalchok, Solukhumbu, Taplejung"
171892100,2021-04-16,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,4 to 6 months,Male,41 - 60 years,Bachelor's degree or equivalent,15 years or more,Syangja,Kaski,False,,,,,,,25% remaining,False,True,True,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,6 people or more,6 people or more,Not sufficient for myself,False,False,,,,,,False,True,False,True,True,False,False,False,"Chitawan, Dhading, Dolpa, Gorkha, Humla, Jumla, Kalikot, Kaski, Manang, Mugu, Mustang, Myagdi, Parbat, Rasuwa, Rolpa, Rukum East, Rukum West, Solukhumbu, Syangja"
